,cash_or_card,city,latitude,longitude,product_category,sale,segment,timestamp
10826,card,Dublin,53.33374331,-6.25756681,Indian,32.0,Restaurants,2019-05-16 07:26:31.060160+00:00
10827,card,cork,51.9118459088,-8.4409942467,Kids and Babies,24.0908473162739,Apparel,2019-05-16 07:26:31.568038+00:00
10828,cash,Dublin,53.352234,-6.259013861,Women,62.3162436686446,Apparel,2019-05-16 07:26:31.886290+00:00
10829,card,cork,51.8816907563,-8.4518960779,Korean,27.0,Restaurants,2019-05-16 07:26:32.595626+00:00
10830,card,Dublin,53.34845308,-6.255112588,Meat,16.0,Grocery,2019-05-16 07:26:32.717516+00:00
10831,cash,Dublin,53.35003177,-6.274377555,Meat,16.0,Grocery,2019-05-16 07:26:33.545320+00:00
10832,cash,cork,51.899234722,-8.4737490184,Men,36.9078601664056,Apparel,2019-05-16 07:26:33.650593+00:00
10833,cash,Dublin,53.34348527,-6.264339387,Mexican,22.0,Restaurants,2019-05-16 07:26:34.378024+00:00
10834,card,cork,51.8975532829,-8.4720675441,Home Appliances,12.0,Technology,2019-05-16 07:26:34.678413+00:00
10835,cash,Dublin,53.3378138,-6.240792274,Laptops,1313.0,Technology,2019-05-16 07:26:35.209594+00:00
10836,cash,cork,51.8831893549,-8.4438059975,Japanese,29.0,Restaurants,2019-05-16 07:26:35.705192+00:00
10837,card,Dublin,53.34506734,-6.267238855,Mexican,22.0,Restaurants,2019-05-16 07:26:36.038360+00:00
10838,cash,cork,51.8911178614,-8.4540080113,Japanese,29.0,Restaurants,2019-05-16 07:26:36.732800+00:00
10839,card,Dublin,53.33518961,-6.265089065,Women,62.3162436686446,Apparel,2019-05-16 07:26:36.865214+00:00
10840,cash,Dublin,53.34573587,-6.26025036,Cell Phones,1071.0,Technology,2019-05-16 07:26:37.695473+00:00
10841,card,cork,51.8821214519,-8.4445460485,Meat,5.0,Grocery,2019-05-16 07:26:37.762108+00:00
10842,card,Dublin,53.354929,-6.269425,Leafy Veggies,9.0,Grocery,2019-05-16 07:26:38.524096+00:00
10843,card,cork,51.8900317363,-8.4088827987,Japanese,29.0,Restaurants,2019-05-16 07:26:38.802324+00:00
10844,card,Dublin,53.3509772,-6.264474839,Fruits,8.0,Grocery,2019-05-16 07:26:39.377021+00:00
10845,cash,cork,51.9043724654,-8.496621079,Meat,5.0,Grocery,2019-05-16 07:26:39.868596+00:00
10846,cash,Dublin,53.34744836,-6.266204864,Meat,16.0,Grocery,2019-05-16 07:26:40.295532+00:00
10847,cash,cork,51.8833629589,-8.5349152418,Leafy Veggies,3.0,Grocery,2019-05-16 07:26:40.952147+00:00
10848,cash,Dublin,53.34787667,-6.259184182,Japanese,33.0,Restaurants,2019-05-16 07:26:41.151761+00:00
10849,cash,cork,51.9019000431,-8.5016217833,Leafy Veggies,3.0,Grocery,2019-05-16 07:26:41.982497+00:00
10850,cash,Dublin,53.33588071,-6.247810274,Chinese,16.0,Restaurants,2019-05-16 07:26:41.979595+00:00
10851,cash,Dublin,53.34307372,-6.263363063,Cell Phones,1071.0,Technology,2019-05-16 07:26:42.953886+00:00
10852,cash,cork,51.8973616447,-8.4727918945,Korean,27.0,Restaurants,2019-05-16 07:26:43.153862+00:00
10853,cash,Dublin,53.34497847,-6.26422137,Women,62.3162436686446,Apparel,2019-05-16 07:26:43.781699+00:00
10854,cash,cork,51.8851163614,-8.4919792073,Women,-23.2089188309881,Apparel,2019-05-16 07:26:44.186528+00:00
10855,cash,Dublin,53.33438318,-6.255485415,Indian,32.0,Restaurants,2019-05-16 07:26:44.608806+00:00
10856,card,cork,51.8955931813,-8.4489260377,Meat,5.0,Grocery,2019-05-16 07:26:45.214259+00:00
10857,card,Dublin,53.33424783,-6.265138686,Cell Phones,1071.0,Technology,2019-05-16 07:26:45.436717+00:00
10858,cash,cork,51.9026603257,-8.5087302923,Chinese,30.0,Restaurants,2019-05-16 07:26:46.238995+00:00
10859,card,Dublin,53.350974,-6.25294,Home Appliances,139.0,Technology,2019-05-16 07:26:46.256068+00:00
10860,cash,Dublin,53.35003097,-6.267299205,Office Equipment,369.0,Technology,2019-05-16 07:26:47.082517+00:00
10861,cash,cork,51.9068774564,-8.4455604118,Men,36.9078601664056,Apparel,2019-05-16 07:26:47.267015+00:00
10862,cash,Dublin,53.35055212,-6.271338612,Cell Phones,1071.0,Technology,2019-05-16 07:26:47.910530+00:00
10863,cash,cork,51.9017249265,-8.470370598,Meat,5.0,Grocery,2019-05-16 07:26:48.298762+00:00
10864,card,Dublin,53.341805,-6.305085,Women,62.3162436686446,Apparel,2019-05-16 07:26:48.735876+00:00
10865,card,cork,51.9068774564,-8.4455604118,Women,-23.2089188309881,Apparel,2019-05-16 07:26:49.327381+00:00
10866,cash,Dublin,53.34363419,-6.261592805,Women,62.3162436686446,Apparel,2019-05-16 07:26:49.558599+00:00
10867,cash,cork,51.9067694792,-8.4366181474,Meat,5.0,Grocery,2019-05-16 07:26:50.357914+00:00
10868,cash,Dublin,53.34952263,-6.252375394,Cell Phones,1071.0,Technology,2019-05-16 07:26:50.386040+00:00
10869,cash,Dublin,53.34506734,-6.267238855,Indian,32.0,Restaurants,2019-05-16 07:26:51.212381+00:00
10870,card,cork,51.910843378,-8.451964439,Leafy Veggies,3.0,Grocery,2019-05-16 07:26:51.385289+00:00
10871,cash,Dublin,53.34433076,-6.233445704,Leafy Veggies,9.0,Grocery,2019-05-16 07:26:52.081214+00:00
10872,card,cork,51.9050756477,-8.4828696019,Leafy Veggies,3.0,Grocery,2019-05-16 07:26:52.415096+00:00
10873,card,Dublin,53.33501182,-6.26537472,Cell Phones,1071.0,Technology,2019-05-16 07:26:52.907811+00:00
10874,card,cork,51.889920117,-8.4336963079,Korean,27.0,Restaurants,2019-05-16 07:26:53.444565+00:00
10875,card,Dublin,53.34796313,-6.26718387,Cell Phones,1071.0,Technology,2019-05-16 07:26:53.734975+00:00
10876,card,cork,51.8909377072,-8.4251403478,Meat,5.0,Grocery,2019-05-16 07:26:54.470673+00:00
10877,cash,Dublin,53.3476477,-6.24309361,Laptops,1313.0,Technology,2019-05-16 07:26:54.563724+00:00
10878,card,Dublin,53.34901267,-6.25492081,Meat,16.0,Grocery,2019-05-16 07:26:55.390338+00:00
10879,cash,cork,51.8998865955,-8.4795738969,Women,-23.2089188309881,Apparel,2019-05-16 07:26:55.498522+00:00
10880,card,Dublin,53.34104558,-6.26260668,Kids and Babies,14.5466569528526,Apparel,2019-05-16 07:26:56.217807+00:00
10881,card,cork,51.8816713946,-8.4651892557,Meat,5.0,Grocery,2019-05-16 07:26:56.525443+00:00
10882,cash,Dublin,53.34803598,-6.26231432,Indian,32.0,Restaurants,2019-05-16 07:26:57.043281+00:00
10883,cash,cork,51.882228993,-8.4573595316,Chinese,30.0,Restaurants,2019-05-16 07:26:57.557134+00:00
10884,card,Dublin,53.35296244,-6.259502023,Mexican,22.0,Restaurants,2019-05-16 07:26:57.872213+00:00
10885,cash,cork,51.888742957,-8.5171278942,Men,36.9078601664056,Apparel,2019-05-16 07:26:58.585412+00:00
10886,cash,Dublin,53.34126417,-6.272172779,Indian,32.0,Restaurants,2019-05-16 07:26:58.700785+00:00
10887,cash,Dublin,53.34645482,-6.27913177,Office Equipment,369.0,Technology,2019-05-16 07:26:59.528578+00:00
10888,card,cork,51.889920117,-8.4336963079,Korean,27.0,Restaurants,2019-05-16 07:26:59.615539+00:00
10889,cash,Dublin,53.34549008,-6.264374256,Fruits,8.0,Grocery,2019-05-16 07:27:00.359564+00:00
10890,card,cork,51.8827189245,-8.5302318966,Fruits,10.0,Grocery,2019-05-16 07:27:00.645174+00:00
10891,card,Dublin,53.35342112,-6.259794384,Meat,16.0,Grocery,2019-05-16 07:27:01.187126+00:00
10892,card,cork,51.8996795486,-8.4756591818,Korean,27.0,Restaurants,2019-05-16 07:27:01.673866+00:00
10893,card,Dublin,53.359246,-6.269779,Chinese,16.0,Restaurants,2019-05-16 07:27:02.023679+00:00
10894,cash,cork,51.9045488491,-8.423441282,Indian,18.0,Restaurants,2019-05-16 07:27:02.703202+00:00
10895,cash,Dublin,53.34804559,-6.26865238,Laptops,1313.0,Technology,2019-05-16 07:27:02.854967+00:00
10896,cash,Dublin,53.33552355,-6.250543445,Cell Phones,1071.0,Technology,2019-05-16 07:27:03.682274+00:00
10897,card,cork,51.8989018972,-8.4622633121,Chinese,30.0,Restaurants,2019-05-16 07:27:03.730934+00:00
10898,card,Dublin,53.35358842,-6.265075654,Cell Phones,1071.0,Technology,2019-05-16 07:27:04.506738+00:00
10899,cash,cork,51.8831893549,-8.4438059975,Chinese,30.0,Restaurants,2019-05-16 07:27:04.758907+00:00
10900,card,Dublin,53.33424783,-6.265138686,Office Equipment,369.0,Technology,2019-05-16 07:27:05.333782+00:00
10901,cash,cork,51.8861615409,-8.4843940701,Men,36.9078601664056,Apparel,2019-05-16 07:27:05.786352+00:00
10902,cash,Dublin,53.342638,-6.238695,Women,62.3162436686446,Apparel,2019-05-16 07:27:06.161003+00:00
10903,card,cork,51.9041868598,-8.4759718609,Food Grains,5.0,Grocery,2019-05-16 07:27:06.810909+00:00
10904,cash,Dublin,53.34503372,-6.267343462,Laptops,1313.0,Technology,2019-05-16 07:27:06.980873+00:00
10905,cash,Dublin,53.34296246,-6.27604571,Women,62.3162436686446,Apparel,2019-05-16 07:27:07.806936+00:00
10906,card,cork,51.8895880398,-8.5195986177,Fruits,10.0,Grocery,2019-05-16 07:27:07.834543+00:00
10907,cash,Dublin,53.359246,-6.269779,Indian,32.0,Restaurants,2019-05-16 07:27:08.638849+00:00
10908,cash,cork,51.889164131,-8.5055168144,Japanese,29.0,Restaurants,2019-05-16 07:27:08.860171+00:00
10909,card,Dublin,53.35237568,-6.25944972,Office Equipment,369.0,Technology,2019-05-16 07:27:09.460145+00:00
10910,cash,cork,51.8801100856,-8.4872487641,Mexican,16.0,Restaurants,2019-05-16 07:27:09.882343+00:00
10911,card,Dublin,53.3417502,-6.252639592,Indian,32.0,Restaurants,2019-05-16 07:27:10.284111+00:00
10912,card,cork,51.8887690863,-8.4422453353,Meat,5.0,Grocery,2019-05-16 07:27:10.912212+00:00
10913,card,Dublin,53.3351824,-6.265355945,Women,62.3162436686446,Apparel,2019-05-16 07:27:11.109409+00:00
10914,card,Dublin,53.358115,-6.265601,Women,62.3162436686446,Apparel,2019-05-16 07:27:11.934439+00:00
10915,cash,cork,51.8998865955,-8.4795738969,Women,-23.2089188309881,Apparel,2019-05-16 07:27:11.936860+00:00
10916,card,Dublin,53.350929,-6.265125,Men,82.4936154318227,Apparel,2019-05-16 07:27:12.768614+00:00
10917,card,cork,51.9031167559,-8.4466274231,Chinese,30.0,Restaurants,2019-05-16 07:27:12.975570+00:00
10918,cash,Dublin,53.34639767,-6.26580376,Leafy Veggies,9.0,Grocery,2019-05-16 07:27:13.596138+00:00
10919,cash,cork,51.8809269367,-8.5081190349,Leafy Veggies,3.0,Grocery,2019-05-16 07:27:14.005414+00:00
10920,card,Dublin,53.33690652,-6.25215143,Men,82.4936154318227,Apparel,2019-05-16 07:27:14.416039+00:00
10921,card,cork,51.9161844755,-8.4741376145,Laptops,1245.0,Technology,2019-05-16 07:27:15.044618+00:00
10922,cash,Dublin,53.33771531,-6.251306534,Office Equipment,369.0,Technology,2019-05-16 07:27:15.242984+00:00
10923,cash,Dublin,53.34497847,-6.26422137,Women,62.3162436686446,Apparel,2019-05-16 07:27:16.071676+00:00
10924,card,cork,51.8944993831,-8.4556499628,Korean,27.0,Restaurants,2019-05-16 07:27:16.118957+00:00
10925,card,Dublin,53.35602898,-6.256683022,Mexican,22.0,Restaurants,2019-05-16 07:27:16.900493+00:00
10926,card,cork,51.8830670223,-8.4486969492,Meat,5.0,Grocery,2019-05-16 07:27:17.146054+00:00
10927,cash,Dublin,53.35108127,-6.252361983,Chinese,16.0,Restaurants,2019-05-16 07:27:17.723908+00:00
10928,cash,cork,51.887795469,-8.4747720401,Men,36.9078601664056,Apparel,2019-05-16 07:27:18.172585+00:00
10929,card,Dublin,53.35090915,-6.269926429,Mexican,22.0,Restaurants,2019-05-16 07:27:18.548583+00:00
10930,cash,cork,51.9051338423,-8.4993465221,Mexican,16.0,Restaurants,2019-05-16 07:27:19.199460+00:00
10931,cash,Dublin,53.337757,-6.267699,Men,82.4936154318227,Apparel,2019-05-16 07:27:19.381990+00:00
10932,card,Dublin,53.35554873,-6.264576763,Indian,32.0,Restaurants,2019-05-16 07:27:20.202558+00:00
10933,cash,cork,51.8938167334,-8.4069457997,Meat,5.0,Grocery,2019-05-16 07:27:20.224913+00:00
10934,cash,Dublin,53.35296244,-6.259502023,Indian,32.0,Restaurants,2019-05-16 07:27:21.021636+00:00
10935,card,cork,51.9070941594,-8.4242650803,Leafy Veggies,3.0,Grocery,2019-05-16 07:27:21.247042+00:00
10936,card,Dublin,53.34330432,-6.259318292,Women,62.3162436686446,Apparel,2019-05-16 07:27:21.848018+00:00
10937,cash,cork,51.8966069147,-8.4360825452,Chinese,30.0,Restaurants,2019-05-16 07:27:22.276020+00:00
10938,cash,Dublin,53.359624,-6.260348,Men,82.4936154318227,Apparel,2019-05-16 07:27:22.673474+00:00
10939,card,cork,51.8801100856,-8.4872487641,Korean,27.0,Restaurants,2019-05-16 07:27:23.303213+00:00
10940,card,Dublin,53.33666389,-6.243086904,Laptops,1313.0,Technology,2019-05-16 07:27:23.498379+00:00
10941,cash,Dublin,53.34218,-6.254485,Food Grains,5.0,Grocery,2019-05-16 07:27:24.323536+00:00
10942,cash,cork,51.9054426422,-8.4759064633,Japanese,29.0,Restaurants,2019-05-16 07:27:24.330238+00:00
10943,cash,Dublin,53.34468624,-6.267346144,Women,62.3162436686446,Apparel,2019-05-16 07:27:25.148925+00:00
10944,cash,cork,51.8849754955,-8.495191486,Meat,5.0,Grocery,2019-05-16 07:27:25.356712+00:00
10945,card,Dublin,53.34134584,-6.263074726,Office Equipment,369.0,Technology,2019-05-16 07:27:25.976791+00:00
10946,cash,cork,51.8808789071,-8.4742518139,Fruits,10.0,Grocery,2019-05-16 07:27:26.383100+00:00
10947,cash,Dublin,53.33666389,-6.243086904,Office Equipment,369.0,Technology,2019-05-16 07:27:26.804980+00:00
10948,cash,cork,51.8988324016,-8.4733580014,Meat,5.0,Grocery,2019-05-16 07:27:27.412467+00:00
10949,card,Dublin,53.35090915,-6.269926429,Indian,32.0,Restaurants,2019-05-16 07:27:27.676064+00:00
10950,cash,cork,51.8895531323,-8.4441678023,Meat,5.0,Grocery,2019-05-16 07:27:28.446606+00:00
10951,cash,Dublin,53.34105679,-6.262814552,Laptops,1313.0,Technology,2019-05-16 07:27:28.502777+00:00
10952,cash,Dublin,53.34338438,-6.249659657,Meat,16.0,Grocery,2019-05-16 07:27:29.330082+00:00
10953,card,cork,51.8936186353,-8.4707317462,Leafy Veggies,3.0,Grocery,2019-05-16 07:27:29.474266+00:00
10954,cash,Dublin,53.337757,-6.267699,Women,62.3162436686446,Apparel,2019-05-16 07:27:30.156725+00:00
10955,cash,cork,51.8965790981,-8.4088337915,Korean,27.0,Restaurants,2019-05-16 07:27:30.519762+00:00
10956,cash,Dublin,53.33898211,-6.256654859,Laptops,1313.0,Technology,2019-05-16 07:27:30.987198+00:00
10957,card,cork,51.9009437069,-8.4831602518,Chinese,30.0,Restaurants,2019-05-16 07:27:31.550139+00:00
10958,cash,Dublin,53.33677519,-6.248770505,Indian,32.0,Restaurants,2019-05-16 07:27:31.812832+00:00
10959,card,cork,51.8884691124,-8.4698734878,Meat,5.0,Grocery,2019-05-16 07:27:32.588931+00:00
10960,card,Dublin,53.34134584,-6.263074726,Laptops,1313.0,Technology,2019-05-16 07:27:32.643249+00:00
10961,card,Dublin,53.34952263,-6.252375394,Home Appliances,139.0,Technology,2019-05-16 07:27:33.471193+00:00
10962,card,cork,51.8967831261,-8.4758510166,Chinese,30.0,Restaurants,2019-05-16 07:27:33.621810+00:00
10963,card,Dublin,53.33501182,-6.26537472,Cell Phones,1071.0,Technology,2019-05-16 07:27:34.302936+00:00
10964,card,cork,51.9009437069,-8.4831602518,Chinese,30.0,Restaurants,2019-05-16 07:27:34.653583+00:00
10965,cash,Dublin,53.3428119,-6.262051463,Women,62.3162436686446,Apparel,2019-05-16 07:27:35.127668+00:00
10966,cash,cork,51.8822866038,-8.4665666299,Home Appliances,12.0,Technology,2019-05-16 07:27:35.680743+00:00
10967,cash,Dublin,53.3400639,-6.261174381,Indian,32.0,Restaurants,2019-05-16 07:27:35.954372+00:00
10968,card,cork,51.9072211192,-8.4532674916,Japanese,29.0,Restaurants,2019-05-16 07:27:36.706940+00:00
10969,cash,Dublin,53.359246,-6.269779,Indian,32.0,Restaurants,2019-05-16 07:27:36.774911+00:00
10970,cash,Dublin,53.34913196,-6.26895681,Mexican,22.0,Restaurants,2019-05-16 07:27:37.596983+00:00
10971,card,cork,51.8911178614,-8.4540080113,Chinese,30.0,Restaurants,2019-05-16 07:27:37.732580+00:00
10972,card,Dublin,53.3450113,-6.263536066,Cell Phones,1071.0,Technology,2019-05-16 07:27:38.424115+00:00
10973,card,cork,51.8892163378,-8.4593168786,Men,36.9078601664056,Apparel,2019-05-16 07:27:38.761392+00:00
10974,card,Dublin,53.3483,-6.266651,Women,62.3162436686446,Apparel,2019-05-16 07:27:39.252359+00:00
10975,cash,cork,51.8878445152,-8.4676912242,Meat,5.0,Grocery,2019-05-16 07:27:39.788991+00:00
10976,card,Dublin,53.33232339,-6.274455339,Cell Phones,1071.0,Technology,2019-05-16 07:27:40.079707+00:00
10977,cash,cork,51.9009437069,-8.4831602518,Japanese,29.0,Restaurants,2019-05-16 07:27:40.818397+00:00
10978,card,Dublin,53.339434,-6.246548,Fruits,8.0,Grocery,2019-05-16 07:27:40.900492+00:00
10979,card,Dublin,53.339629,-6.243778,Cell Phones,1071.0,Technology,2019-05-16 07:27:41.721236+00:00
10980,card,cork,51.9050522639,-8.457485716,Meat,5.0,Grocery,2019-05-16 07:27:41.841640+00:00
10981,card,Dublin,53.34893742,-6.24304533,Indian,32.0,Restaurants,2019-05-16 07:27:42.544179+00:00
10982,card,cork,51.8825899271,-8.4525768237,Kids and Babies,24.0908473162739,Apparel,2019-05-16 07:27:42.872798+00:00
10983,cash,Dublin,53.355473,-6.264423,Laptops,1313.0,Technology,2019-05-16 07:27:43.372231+00:00
10984,cash,cork,51.8838565304,-8.4444034058,Meat,5.0,Grocery,2019-05-16 07:27:43.901930+00:00
10985,card,Dublin,53.34896464,-6.260648668,Indian,32.0,Restaurants,2019-05-16 07:27:44.201809+00:00
10986,card,cork,51.9018724062,-8.4729990417,Leafy Veggies,3.0,Grocery,2019-05-16 07:27:44.930434+00:00
10987,card,Dublin,53.332763,-6.257942,Laptops,1313.0,Technology,2019-05-16 07:27:45.029983+00:00
10988,card,Dublin,53.33571254,-6.251549274,Women,62.3162436686446,Apparel,2019-05-16 07:27:45.860738+00:00
10989,card,cork,51.902024632,-8.4738685941,Chinese,30.0,Restaurants,2019-05-16 07:27:45.956373+00:00
10990,card,Dublin,53.33424783,-6.265138686,Cell Phones,1071.0,Technology,2019-05-16 07:27:46.688173+00:00
10991,card,cork,51.9112690671,-8.4382538374,Japanese,29.0,Restaurants,2019-05-16 07:27:46.987602+00:00
10992,card,Dublin,53.34736029,-6.266171336,Laptops,1313.0,Technology,2019-05-16 07:27:47.514885+00:00
10993,card,cork,51.8989018972,-8.4622633121,Chinese,30.0,Restaurants,2019-05-16 07:27:48.017171+00:00
10994,card,Dublin,53.34893742,-6.24304533,Indian,32.0,Restaurants,2019-05-16 07:27:48.343864+00:00
10995,cash,cork,51.8972632893,-8.4243830521,Chinese,30.0,Restaurants,2019-05-16 07:27:49.046536+00:00
10996,cash,Dublin,53.34944898,-6.277834922,Cell Phones,1071.0,Technology,2019-05-16 07:27:49.169967+00:00
10997,card,Dublin,53.33424783,-6.265138686,Office Equipment,369.0,Technology,2019-05-16 07:27:49.996918+00:00
10998,card,cork,51.9118459088,-8.4409942467,Men,36.9078601664056,Apparel,2019-05-16 07:27:50.078211+00:00
10999,cash,Dublin,53.349013,-6.260311,Korean,15.0,Restaurants,2019-05-16 07:27:50.824888+00:00
11000,cash,cork,51.9082476936,-8.4512520167,Indian,18.0,Restaurants,2019-05-16 07:27:51.102040+00:00
11001,cash,Dublin,53.33552355,-6.250543445,Cell Phones,1071.0,Technology,2019-05-16 07:27:51.651310+00:00
11002,cash,cork,51.8972632893,-8.4243830521,Mexican,16.0,Restaurants,2019-05-16 07:27:52.128045+00:00
11003,cash,Dublin,53.3514511,-6.255045533,Cell Phones,1071.0,Technology,2019-05-16 07:27:52.479232+00:00
11004,card,cork,51.8873036193,-8.4775664357,Leafy Veggies,3.0,Grocery,2019-05-16 07:27:53.156235+00:00
11005,card,Dublin,53.34110643,-6.265408248,Women,62.3162436686446,Apparel,2019-05-16 07:27:53.305802+00:00
11006,card,Dublin,53.330362,-6.265163,Cell Phones,1071.0,Technology,2019-05-16 07:27:54.132391+00:00
11007,cash,cork,51.9082476936,-8.4512520167,Chinese,30.0,Restaurants,2019-05-16 07:27:54.182939+00:00
11008,card,Dublin,53.341288,-6.258117,Cell Phones,1071.0,Technology,2019-05-16 07:27:54.959327+00:00
11009,card,cork,51.887795469,-8.4747720401,Men,36.9078601664056,Apparel,2019-05-16 07:27:55.214613+00:00
11010,card,Dublin,53.3428119,-6.262051463,Women,62.3162436686446,Apparel,2019-05-16 07:27:55.787121+00:00
11011,cash,cork,51.8917264536,-8.4821903287,Meat,5.0,Grocery,2019-05-16 07:27:56.244903+00:00
11012,card,Dublin,53.357043,-6.263232,Cell Phones,1071.0,Technology,2019-05-16 07:27:56.614359+00:00
11013,card,cork,51.8966575087,-8.4064558663,Women,-23.2089188309881,Apparel,2019-05-16 07:27:57.274335+00:00
11014,card,Dublin,53.357043,-6.263232,Laptops,1313.0,Technology,2019-05-16 07:27:57.440153+00:00
11015,card,Dublin,53.343893,-6.280531,Mexican,22.0,Restaurants,2019-05-16 07:27:58.266474+00:00
11016,card,cork,51.899234722,-8.4737490184,Women,-23.2089188309881,Apparel,2019-05-16 07:27:58.309330+00:00
11017,cash,Dublin,53.34728023,-6.257043779,Laptops,1313.0,Technology,2019-05-16 07:27:59.091604+00:00
11018,card,cork,51.909650208,-8.4364096774,Meat,5.0,Grocery,2019-05-16 07:27:59.336668+00:00
11019,card,Dublin,53.34583434,-6.259736717,Kids and Babies,14.5466569528526,Apparel,2019-05-16 07:27:59.921358+00:00
11020,card,cork,51.9054426422,-8.4759064633,Japanese,29.0,Restaurants,2019-05-16 07:28:00.366691+00:00
11021,card,Dublin,53.336485,-6.248174,Indian,32.0,Restaurants,2019-05-16 07:28:00.747217+00:00
11022,cash,cork,51.8877561087,-8.4274102307,Meat,5.0,Grocery,2019-05-16 07:28:01.392524+00:00
11023,card,Dublin,53.343565,-6.275071,Laptops,1313.0,Technology,2019-05-16 07:28:01.570159+00:00
11024,cash,Dublin,53.34295923,-6.276079416,Indian,32.0,Restaurants,2019-05-16 07:28:02.390998+00:00
11025,cash,cork,51.9004401976,-8.4934977662,Meat,5.0,Grocery,2019-05-16 07:28:02.420185+00:00
11026,cash,Dublin,53.34134584,-6.263074726,Cell Phones,1071.0,Technology,2019-05-16 07:28:03.218044+00:00
11027,card,cork,51.8835991104,-8.5146376175,Chinese,30.0,Restaurants,2019-05-16 07:28:03.446466+00:00
11028,card,Dublin,53.34786626,-6.264595538,Office Equipment,369.0,Technology,2019-05-16 07:28:04.046389+00:00
11029,cash,cork,51.8911178614,-8.4540080113,Indian,18.0,Restaurants,2019-05-16 07:28:04.472961+00:00
11030,cash,Dublin,53.33977164,-6.261006743,Food Grains,5.0,Grocery,2019-05-16 07:28:04.872356+00:00
11031,card,cork,51.9152739279,-8.4836761698,Chinese,30.0,Restaurants,2019-05-16 07:28:05.498925+00:00
11032,card,Dublin,53.35032477,-6.2726596,Kids and Babies,14.5466569528526,Apparel,2019-05-16 07:28:05.692651+00:00
11033,card,cork,51.8899761238,-8.5047851562,Leafy Veggies,3.0,Grocery,2019-05-16 07:28:06.519000+00:00
11034,cash,Dublin,53.34497847,-6.26422137,Women,62.3162436686446,Apparel,2019-05-16 07:28:06.517262+00:00
11035,card,Dublin,53.33769129,-6.262797117,Indian,32.0,Restaurants,2019-05-16 07:28:07.346272+00:00
11036,card,cork,51.9104984345,-8.4969825497,Leafy Veggies,3.0,Grocery,2019-05-16 07:28:07.542903+00:00
11037,card,Dublin,53.35237568,-6.25944972,Cell Phones,1071.0,Technology,2019-05-16 07:28:08.174507+00:00
11038,cash,cork,51.8892163378,-8.4593168786,Women,-23.2089188309881,Apparel,2019-05-16 07:28:08.561571+00:00
11039,card,Dublin,53.34744,-6.238523,Indian,32.0,Restaurants,2019-05-16 07:28:08.996990+00:00
11040,card,cork,51.9018273405,-8.4796962542,Meat,5.0,Grocery,2019-05-16 07:28:09.589490+00:00
11041,cash,Dublin,53.34803598,-6.26231432,Indian,32.0,Restaurants,2019-05-16 07:28:09.830239+00:00
11042,cash,cork,51.9120555608,-8.4232325383,Korean,27.0,Restaurants,2019-05-16 07:28:10.617562+00:00
11043,card,Dublin,53.355473,-6.264423,Home Appliances,139.0,Technology,2019-05-16 07:28:10.656587+00:00
11044,cash,Dublin,53.355473,-6.264423,Cell Phones,1071.0,Technology,2019-05-16 07:28:11.482952+00:00
11045,card,cork,51.8937687563,-8.4704494344,Chinese,30.0,Restaurants,2019-05-16 07:28:11.642194+00:00
11046,cash,Dublin,53.34716815,-6.268229932,Women,62.3162436686446,Apparel,2019-05-16 07:28:12.308098+00:00
11047,card,cork,51.8996418545,-8.4702156613,Women,-23.2089188309881,Apparel,2019-05-16 07:28:12.668863+00:00
11048,card,Dublin,53.34786626,-6.264595538,Laptops,1313.0,Technology,2019-05-16 07:28:13.132980+00:00
11049,cash,cork,51.8988440765,-8.4072821889,Home Appliances,12.0,Technology,2019-05-16 07:28:13.698319+00:00
11050,cash,Dublin,53.33728289,-6.250061989,Food Grains,5.0,Grocery,2019-05-16 07:28:13.958560+00:00
11051,cash,cork,51.8999907235,-8.48142015,Korean,27.0,Restaurants,2019-05-16 07:28:14.724010+00:00
11052,card,Dublin,53.34094069,-6.250421405,Meat,16.0,Grocery,2019-05-16 07:28:14.786653+00:00
11053,cash,Dublin,53.34744,-6.238523,Mexican,22.0,Restaurants,2019-05-16 07:28:15.611568+00:00
11054,card,cork,51.9152739279,-8.4836761698,Korean,27.0,Restaurants,2019-05-16 07:28:15.750944+00:00
11055,cash,Dublin,53.34893742,-6.24304533,Indian,32.0,Restaurants,2019-05-16 07:28:16.438329+00:00
11056,cash,cork,51.8792389222,-8.5247479677,Men,36.9078601664056,Apparel,2019-05-16 07:28:16.805015+00:00
11057,cash,Dublin,53.34779261,-6.22726053,Korean,15.0,Restaurants,2019-05-16 07:28:17.266797+00:00
11058,card,cork,51.9015335771,-8.4888908716,Meat,5.0,Grocery,2019-05-16 07:28:17.830945+00:00
11059,card,Dublin,53.34538679,-6.265047491,Kids and Babies,14.5466569528526,Apparel,2019-05-16 07:28:18.183014+00:00
11060,cash,cork,51.8861615409,-8.4843940701,Men,36.9078601664056,Apparel,2019-05-16 07:28:18.856776+00:00
11061,card,Dublin,53.34695679,-6.254994571,Laptops,1313.0,Technology,2019-05-16 07:28:19.008532+00:00
11062,card,Dublin,53.34960348,-6.24969855,Laptops,1313.0,Technology,2019-05-16 07:28:19.836836+00:00
11063,cash,cork,51.9108419576,-8.4447190699,Chinese,30.0,Restaurants,2019-05-16 07:28:19.886334+00:00
11064,card,Dublin,53.3378138,-6.240792274,Laptops,1313.0,Technology,2019-05-16 07:28:20.667010+00:00
